CRN,COLLISION_TYPE,COUNTY,IMPACT_POINT_NAME,FULL_VIN,Make,Model,ModelYear
2022010767,Hit fixed object,Montgomery,rear bumper,WBANV1C59ACA00000,BMW,528i,2010
2022010819,Angle,Philadelphia,front bumper/headlight,3VWD17AJ9GMA00000,VOLKSWAGEN,Jetta,2016
2022010828,Angle,Philadelphia,front quarter panel/side mirror,5NPE34AF7JHA00000,HYUNDAI,Sonata,2018
2022010834,Angle,Philadelphia,front bumper/headlight,1N4BL4CW2KCA00000,NISSAN,Altima,2019
2022010835,Rear-end,Philadelphia,rear bumper/tail light,58ABK1GG8HUA00000,LEXUS,ES,2017
2022010836,Angle,Philadelphia,front quarter panel/side mirror,1HGCP3F83AAA00000,HONDA,Accord,2010
2022010840,Backing,Philadelphia,front bumper,1N4BL4BVXLCA00000,NISSAN,Altima,2020
2022010845,Sideswipe (Opposite dir.),Philadelphia,front bumper,1G4PS5SK2D4A00000,BUICK,Verano,2013
2022010845,Sideswipe (Opposite dir.),Philadelphia,front bumper,1G4PS5SK2D4A00000,FORD,Focus,2013
2022010845,Sideswipe (Opposite dir.),Philadelphia,front bumper,1FADP3F29DLA00000,BUICK,Verano,2013
2022010845,Sideswipe (Opposite dir.),Philadelphia,front bumper,1FADP3F29DLA00000,FORD,Focus,2013
2022010850,Non-collision,Philadelphia,front bumper,2G1115SL8F9A00000,CHEVROLET,Impala,2015
2022010858,Angle,Philadelphia,front bumper/headlight,ML32A3HJXKHA00000,MITSUBISHI,Mirage,2019
2022010869,Angle,Philadelphia,front quarter panel/side mirror,3FAHP0JA9ARA00000,FORD,Fusion,2010
2022010881,Head-on,Philadelphia,rear bumper/tail light,2T1BURHE7GCA00000,TOYOTA,Corolla,2016
2022010883,Hit pedestrian,Philadelphia,front quarter panel/side mirror,1G1ZB5E13BFA00000,CHEVROLET,Malibu,2011
2022010886,Angle,Philadelphia,rear bumper/tail light,JF2GTHMCXMHA00000,SUBARU,Crosstrek,2021
2022010886,Angle,Philadelphia,rear bumper/tail light,JF2GTHMCXMHA00000,NISSAN,NV200,2020
2022010886,Angle,Philadelphia,rear bumper,3N6CM0KN1LKA00000,SUBARU,Crosstrek,2021
2022010886,Angle,Philadelphia,rear bumper,3N6CM0KN1LKA00000,NISSAN,NV200,2020
2022010895,Hit pedestrian,Philadelphia,front bumper,KMHL64JA6MAA00000,HYUNDAI,Sonata,2021
2022010927,Head-on,Chester,front bumper,JF1GPAA66FHA00000,SUBARU,Impreza,2015
2022010927,Head-on,Chester,front bumper,JF1GPAA66FHA00000,BMW,M235i,2015
2022010927,Head-on,Chester,front bumper,WBA1J7C54FVA00000,SUBARU,Impreza,2015
2022010927,Head-on,Chester,front bumper,WBA1J7C54FVA00000,BMW,M235i,2015
2022010959,Rear-end,Delaware,rear bumper,1C4PJMCB5GWA00000,JEEP,Cherokee,2016
2022010959,Rear-end,Delaware,rear bumper,1C4PJMCB5GWA00000,HONDA,CR-V,2022
2022010959,Rear-end,Delaware,rear bumper,2HKRW2H87NHA00000,JEEP,Cherokee,2016
2022010959,Rear-end,Delaware,rear bumper,2HKRW2H87NHA00000,HONDA,CR-V,2022
2022011006,Angle,Chester,front quarter panel/side mirror,4T4BF3EKXBRA00000,TOYOTA,Camry,2011
2022011099,Rear-end,Delaware,rear bumper/tail light,3FAHP0HA0CRA00000,FORD,Fusion,2012
2022011099,Rear-end,Delaware,rear bumper/tail light,3FAHP0HA0CRA00000,TOYOTA,Camry,2013
2022011099,Rear-end,Delaware,rear bumper/tail light,3FAHP0HA0CRA00000,MAZDA,Mazda6,2011
2022011099,Rear-end,Delaware,rear bumper/tail light,4T1BF1FKXDUA00000,FORD,Fusion,2012
2022011099,Rear-end,Delaware,rear bumper/tail light,4T1BF1FKXDUA00000,TOYOTA,Camry,2013
2022011099,Rear-end,Delaware,rear bumper/tail light,4T1BF1FKXDUA00000,MAZDA,Mazda6,2011
2022011099,Rear-end,Delaware,front bumper,1YVHZ8BH6B5A00000,FORD,Fusion,2012
2022011099,Rear-end,Delaware,front bumper,1YVHZ8BH6B5A00000,TOYOTA,Camry,2013
2022011099,Rear-end,Delaware,front bumper,1YVHZ8BH6B5A00000,MAZDA,Mazda6,2011
2022011208,Hit pedestrian,Chester,front bumper/headlight,1N4AA5AP9ACA00000,NISSAN,Maxima,2010
2022011355,Rear-end,Montgomery,rear bumper,2HGFC2F83KHA00000,HONDA,Civic,2019
2022011372,Rear-end,Montgomery,rear bumper,WAUENAF44JAA00000,AUDI,A4,2018
2022011379,Angle,Delaware,front bumper,JTHBA1D26J5A00000,LEXUS,IS,2018
2022011418,Hit pedestrian,Montgomery,front bumper,1HGCP2F84AAA00000,HONDA,Accord,2010
2022011420,Rear-end,Montgomery,rear bumper,19XFC2F52HEA00000,HONDA,Civic,2017
2022011476,Angle,Montgomery,front bumper,3FA6P0G73HRA00000,FORD,Fusion,2017
2022011497,Rear-end,Delaware,rear bumper,1G1PF5SB5G7A00000,CHEVROLET,Cruze,2016
2022011592,Rear-end,Philadelphia,rear bumper,2T3P1RFV1MWA00000,TOYOTA,RAV4,2021
2022011592,Rear-end,Philadelphia,rear bumper,2T3P1RFV1MWA00000,HONDA,HR-V,2018
2022011592,Rear-end,Philadelphia,front bumper,3CZRU6H34JGA00000,TOYOTA,RAV4,2021
2022011592,Rear-end,Philadelphia,front bumper,3CZRU6H34JGA00000,HONDA,HR-V,2018
2022011689,Rear-end,Delaware,rear bumper,3VV2B7AX9KMA00000,VOLKSWAGEN,Tiguan,2019
2022011701,Hit pedestrian,Montgomery,front bumper,5NPE24AF0GHA00000,HYUNDAI,Sonata,2016
2022011751,Angle,Montgomery,front bumper/headlight,KNAFU4A22B5A00000,KIA,Forte,2011
2022011915,Hit pedestrian,Philadelphia,front quarter panel/side mirror,4S3BMBG66B3A00000,SUBARU,Legacy,2011
2022012010,Rear-end,Montgomery,rear bumper,55SWF4KB4GUA00000,MERCEDES-BENZ,C-Class,2016
2022012010,Rear-end,Montgomery,rear bumper,55SWF4KB4GUA00000,TOYOTA,Corolla,2011
2022012010,Rear-end,Montgomery,rear bumper,55SWF4KB4GUA00000,MAZDA,CX-3,2019
2022012010,Rear-end,Montgomery,rear bumper,55SWF4KB4GUA00000,HONDA,Accord,2018
2022012010,Rear-end,Montgomery,front bumper,2T1BU4EE7BCA00000,MERCEDES-BENZ,C-Class,2016
2022012010,Rear-end,Montgomery,front bumper,2T1BU4EE7BCA00000,TOYOTA,Corolla,2011
2022012010,Rear-end,Montgomery,front bumper,2T1BU4EE7BCA00000,MAZDA,CX-3,2019
2022012010,Rear-end,Montgomery,front bumper,2T1BU4EE7BCA00000,HONDA,Accord,2018
2022012010,Rear-end,Montgomery,rear bumper,JM1DKFC73K0A00000,MERCEDES-BENZ,C-Class,2016
2022012010,Rear-end,Montgomery,rear bumper,JM1DKFC73K0A00000,TOYOTA,Corolla,2011
2022012010,Rear-end,Montgomery,rear bumper,JM1DKFC73K0A00000,MAZDA,CX-3,2019
2022012010,Rear-end,Montgomery,rear bumper,JM1DKFC73K0A00000,HONDA,Accord,2018
2022012010,Rear-end,Montgomery,rear bumper,1HGCV3F65JAA00000,MERCEDES-BENZ,C-Class,2016
2022012010,Rear-end,Montgomery,rear bumper,1HGCV3F65JAA00000,TOYOTA,Corolla,2011
2022012010,Rear-end,Montgomery,rear bumper,1HGCV3F65JAA00000,MAZDA,CX-3,2019
2022012010,Rear-end,Montgomery,rear bumper,1HGCV3F65JAA00000,HONDA,Accord,2018
2022012018,Sideswipe (same dir.),Montgomery,front quarter panel/side mirror,JTDKN3DU2B0A00000,TOYOTA,Prius,2011
2022012205,Angle,Chester,front quarter panel/side mirror,JF2SH6CC1AHA00000,SUBARU,Forester,2010
2022012226,Angle,Montgomery,front bumper,4S3BMBC65D3A00000,SUBARU,Legacy,2013
2022012242,Rear-end,Montgomery,front bumper,4T1C31AK7MUA00000,TOYOTA,Camry,2021
2022012255,Rear-end,Philadelphia,front bumper,2G1125S38J9A00000,CHEVROLET,Impala,2018
2022012356,Head-on,Delaware,front bumper/headlight,5TDBK3EH0CSA00000,TOYOTA,Highlander,2012
2022012546,Angle,Delaware,front bumper,19XFC1F35LEA00000,HONDA,Civic,2020
2022012561,Angle,Montgomery,front bumper/headlight,2G1WC5E3XC1A00000,CHEVROLET,Impala,2012
2022012606,Rear-end,Montgomery,rear bumper,4T1BF1FK8CUA00000,TOYOTA,Camry,2012
2022012628,Angle,Montgomery,front bumper/headlight,3FA6P0K90HRA00000,FORD,Fusion,2017
2022012740,Hit fixed object,Chester,front bumper/headlight,2B3CA3CV5AHA00000,DODGE,Charger,2010
2022012793,Rear-end,Montgomery,rear bumper,1C3CCCABXGNA00000,CHRYSLER,200,2016
2022012802,Rear-end,Montgomery,front bumper/headlight,JM3KE4CY9E0A00000,MAZDA,CX-5,2014
2022012802,Rear-end,Montgomery,front bumper/headlight,JM3KE4CY9E0A00000,TOYOTA,RAV4,2015
2022012802,Rear-end,Montgomery,rear bumper/tail light,2T3RFREV4FWA00000,MAZDA,CX-5,2014
2022012802,Rear-end,Montgomery,rear bumper/tail light,2T3RFREV4FWA00000,TOYOTA,RAV4,2015
2022012808,Angle,Montgomery,rear bumper/tail light,WBAPK5C50BAA00000,BMW,328i,2011
2022012808,Angle,Montgomery,rear bumper/tail light,WBAPK5C50BAA00000,HONDA,Accord,2014
2022012808,Angle,Montgomery,front bumper/headlight,1HGCR2F83EAA00000,BMW,328i,2011
2022012808,Angle,Montgomery,front bumper/headlight,1HGCR2F83EAA00000,HONDA,Accord,2014
2022012830,Sideswipe (same dir.),Philadelphia,front bumper,19UUB2F44LAA00000,ACURA,TLX,2020
2022012839,Rear-end,Montgomery,rear bumper,SHHFK7H49LUA00000,HONDA,Civic,2020
2022012849,Sideswipe (same dir.),Philadelphia,front bumper/headlight,WBA3C3C59FPA00000,BMW,320i,2015
2022012938,Rear-end,Montgomery,rear bumper,5NPEC4AB1BHA00000,HYUNDAI,Sonata,2011
2022012951,Rear-end,Chester,rear bumper,2HKRM4H77FHA00000,HONDA,CR-V,2015
2022012951,Rear-end,Chester,rear bumper,2HKRM4H77FHA00000,KIA,Optima,2014
2022012951,Rear-end,Chester,rear bumper,5XXGN4A73EGA00000,HONDA,CR-V,2015
2022012951,Rear-end,Chester,rear bumper,5XXGN4A73EGA00000,KIA,Optima,2014
2022013053,Angle,Montgomery,front bumper,4T1B11HK8JUA00000,TOYOTA,Camry,2018
2022013066,Angle,Delaware,front bumper,2G11Y5SA8K9A00000,CHEVROLET,Impala,2019
2022013067,Rear-end,Delaware,front bumper,3N1AB7AP4GYA00000,NISSAN,Sentra,2016
2022013067,Rear-end,Delaware,front bumper,3N1AB7AP4GYA00000,HYUNDAI,Sonata,2015
2022013067,Rear-end,Delaware,rear bumper,5NPE24AF0FHA00000,NISSAN,Sentra,2016
2022013067,Rear-end,Delaware,rear bumper,5NPE24AF0FHA00000,HYUNDAI,Sonata,2015
2022013211,Rear-end,Philadelphia,rear bumper,3N1AB7AP7KYA00000,NISSAN,Sentra,2019
2022013362,Rear-end,Montgomery,front bumper,5N1AR2MM9ECA00000,NISSAN,Pathfinder,2014
2022013362,Rear-end,Montgomery,front bumper,5N1AR2MM9ECA00000,TOYOTA,Corolla,2017
2022013362,Rear-end,Montgomery,rear bumper,2T1BURHE5HCA00000,NISSAN,Pathfinder,2014
2022013362,Rear-end,Montgomery,rear bumper,2T1BURHE5HCA00000,TOYOTA,Corolla,2017
2022013430,Angle,Montgomery,front bumper/headlight,1N4AL3AP0FNA00000,NISSAN,Altima,2015
2022013430,Angle,Montgomery,front bumper/headlight,1N4AL3AP0FNA00000,FORD,Fusion,2010
2022013430,Angle,Montgomery,front bumper,3FAHP0HG2ARA00000,NISSAN,Altima,2015
2022013430,Angle,Montgomery,front bumper,3FAHP0HG2ARA00000,FORD,Fusion,2010
2022013447,Angle,Montgomery,front bumper/headlight,1HGCR2F35GAA00000,HONDA,Accord,2016
2022013466,Hit fixed object,Delaware,front bumper/headlight,5NPEB4AC8EHA00000,HYUNDAI,Sonata,2014
2022013523,Sideswipe (same dir.),Philadelphia,front bumper/headlight,1G11C5SA2GFA00000,CHEVROLET,Malibu,2016
2022013574,Angle,Delaware,front quarter panel/side mirror,5N1DR2MM6HCA00000,NISSAN,Pathfinder,2017
2022013597,Rear-end,Philadelphia,front bumper,5NMS2CAD6KHA00000,HYUNDAI,Santa Fe,2019
2022013597,Rear-end,Philadelphia,front bumper,5NMS2CAD6KHA00000,BMW,530i,2017
2022013597,Rear-end,Philadelphia,rear bumper,WBAJA7C35HWA00000,HYUNDAI,Santa Fe,2019
2022013597,Rear-end,Philadelphia,rear bumper,WBAJA7C35HWA00000,BMW,530i,2017
2022013601,Rear-end,Montgomery,rear bumper,1G4GB5G30GFA00000,BUICK,LaCrosse,2016
2022013602,Rear-end,Montgomery,rear bumper,5TDDK3DC5BSA00000,TOYOTA,Sienna,2011
2022013603,Angle,Montgomery,front quarter panel/side mirror,1N6AD0EV8KNA00000,NISSAN,Frontier,2019
2022013603,Angle,Montgomery,front quarter panel/side mirror,1N6AD0EV8KNA00000,KIA,Forte,2020
2022013603,Angle,Montgomery,front quarter panel/side mirror,3KPF24AD2LEA00000,NISSAN,Frontier,2019
2022013603,Angle,Montgomery,front quarter panel/side mirror,3KPF24AD2LEA00000,KIA,Forte,2020
2022013689,Angle,Montgomery,front bumper/headlight,JF2GPAVC4EHA00000,SUBARU,XV CrossTrek,2014
2022013689,Angle,Montgomery,front bumper/headlight,JF2GPAVC4EHA00000,VOLKSWAGEN,Jetta,2014
2022013689,Angle,Montgomery,front quarter panel/side mirror,3VWD17AJ6EMA00000,SUBARU,XV CrossTrek,2014
2022013689,Angle,Montgomery,front quarter panel/side mirror,3VWD17AJ6EMA00000,VOLKSWAGEN,Jetta,2014
2022013770,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,5NPD84LFXJHA00000,HYUNDAI,Elantra,2018
2022013771,Rear-end,Philadelphia,rear bumper,2D4RN3DG8BRA00000,DODGE,Grand Caravan,2011
2022013775,Rear-end,Philadelphia,rear bumper,1G1PA5SGXE7A00000,CHEVROLET,Cruze,2014
2022013796,Sideswipe (same dir.),Chester,front bumper/headlight,2G1105SA0H9A00000,CHEVROLET,Impala,2017
2022013804,Sideswipe (same dir.),Delaware,rear bumper/tail light,2T1BURHE9FCA00000,TOYOTA,Corolla,2015
2022013852,Sideswipe (same dir.),Delaware,front bumper/headlight,5FNRL5H47EBA00000,HONDA,Odyssey,2014
2022013924,Rear-end,Philadelphia,rear bumper,19UUA8F29CAA00000,ACURA,TL,2012
2022013946,Hit fixed object,Montgomery,front bumper/headlight,JH4CW2H61CCA00000,ACURA,TSX,2012
2022013958,Rear-end,Delaware,rear bumper,WDDHF8HBXBAA00000,MERCEDES-BENZ,E-Class,2011
2022014088,Rear-end,Montgomery,rear bumper,2T3F1RFVXLWA00000,TOYOTA,RAV4,2020
2022014105,Angle,Montgomery,front bumper,1HGCR2F37GAA00000,HONDA,Accord,2016
2022014162,Angle,Montgomery,front bumper/headlight,3VW447AUXHMA00000,VOLKSWAGEN,Golf GTI,2017
2022014179,Rear-end,Delaware,rear bumper,5NPE24AF1JHA00000,HYUNDAI,Sonata,2018
2022014179,Rear-end,Delaware,rear bumper,5NPE24AF1JHA00000,JEEP,Grand Cherokee,2021
2022014179,Rear-end,Delaware,rear bumper,1C4RJFBG7MCA00000,HYUNDAI,Sonata,2018
2022014179,Rear-end,Delaware,rear bumper,1C4RJFBG7MCA00000,JEEP,Grand Cherokee,2021
2022014273,Head-on,Delaware,rear bumper,1GNSKMKD7MRA00000,CHEVROLET,Tahoe,2021
2022014273,Head-on,Delaware,rear bumper,1GNSKMKD7MRA00000,TOYOTA,Camry,2014
2022014273,Head-on,Delaware,rear bumper,4T1BF1FK7EUA00000,CHEVROLET,Tahoe,2021
2022014273,Head-on,Delaware,rear bumper,4T1BF1FK7EUA00000,TOYOTA,Camry,2014
2022014283,Rear-end,Delaware,rear bumper,5J6RM4H58ELA00000,HONDA,CR-V,2014
2022014295,Sideswipe (same dir.),Montgomery,front bumper/headlight,1HGCV1F59JAA00000,HONDA,Accord,2018
2022014328,Angle,Montgomery,front bumper,3FA6P0UU6GRA00000,FORD,Fusion,2016
2022014357,Sideswipe (same dir.),Delaware,front quarter panel/side mirror,1C3CDZCB2CNA00000,DODGE,Avenger,2012
2022014362,Rear-end,Montgomery,rear bumper,1G1ZB5EB1AFA00000,CHEVROLET,Malibu,2010
2022014452,Angle,Montgomery,front bumper/headlight,1C4BJWEG6ELA00000,JEEP,Wrangler,2014
2022014510,Angle,Delaware,front quarter panel/side mirror,1N4AL3AP4JCA00000,NISSAN,Altima,2018
2022014531,Sideswipe (same dir.),Montgomery,front quarter panel/side mirror,1G1AD5F56A7A00000,CHEVROLET,Cobalt,2010
2022014535,Sideswipe (same dir.),Philadelphia,rear bumper,2T1BU4EE9CCA00000,TOYOTA,Corolla,2012
2022014540,Angle,Philadelphia,front bumper,1HGCP2F49AAA00000,HONDA,Accord,2010
2022014541,Head-on,Philadelphia,front bumper,4T1BF1FK0GUA00000,TOYOTA,Camry,2016
2022014546,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,4T4BF1FK3DRA00000,TOYOTA,Camry,2013
2022014547,Angle,Philadelphia,front bumper,2C3CDXHG3JHA00000,DODGE,Charger,2018
2022014549,Head-on,Philadelphia,front bumper,5TDYZ3DCXLSA00000,TOYOTA,Sienna,2020
2022014550,Head-on,Philadelphia,front bumper/headlight,2B3CL3CG9BHA00000,DODGE,Charger,2011
2022014551,Angle,Philadelphia,front bumper/headlight,WDDHF8HB6AAA00000,MERCEDES-BENZ,E-Class,2010
2022014554,Rear-end,Philadelphia,rear bumper,5NPEB4AC3CHA00000,HYUNDAI,Sonata,2012
2022014558,Sideswipe (same dir.),Philadelphia,rear bumper,19UDE2F78LAA00000,ACURA,ILX,2020
2022014558,Sideswipe (same dir.),Philadelphia,rear bumper,19UDE2F78LAA00000,FORD,Fusion,2011
2022014558,Sideswipe (same dir.),Philadelphia,rear bumper,3FAHP0HA0BRA00000,ACURA,ILX,2020
2022014558,Sideswipe (same dir.),Philadelphia,rear bumper,3FAHP0HA0BRA00000,FORD,Fusion,2011
2022014563,Angle,Philadelphia,front bumper/headlight,WAUJ8GFF3H1A00000,AUDI,A3,2017
2022014565,Rear-end,Philadelphia,rear bumper,3N1AB7AP7GYA00000,NISSAN,Sentra,2016
2022014565,Rear-end,Philadelphia,rear bumper,3N1AB7AP7GYA00000,DODGE,Dart,2015
2022014565,Rear-end,Philadelphia,front bumper,1C3CDFAA8FDA00000,NISSAN,Sentra,2016
2022014565,Rear-end,Philadelphia,front bumper,1C3CDFAA8FDA00000,DODGE,Dart,2015
2022014578,Rear-end,Philadelphia,front bumper,19VDE1F73EEA00000,ACURA,ILX,2014
2022014588,Rear-end,Philadelphia,rear bumper,WAUTAAF56MAA00000,AUDI,A5,2021
2022014592,Angle,Philadelphia,rear bumper/tail light,1N4BL4EV7KCA00000,NISSAN,Altima,2019
2022014594,Rear-end,Philadelphia,rear bumper,19UUB1F3XJAA00000,ACURA,TLX,2018
2022014598,Sideswipe (Opposite dir.),Philadelphia,front bumper,3KPFK4A74JEA00000,KIA,Forte,2018
2022014604,Angle,Philadelphia,front bumper,WBA3C3C56DFA00000,BMW,320i,2013
2022014606,Sideswipe (Opposite dir.),Philadelphia,front bumper/headlight,3N1AB7AP8DLA00000,NISSAN,Sentra,2013
2022014639,Angle,Philadelphia,front bumper,2B3CJ4DG5BHA00000,DODGE,Challenger,2011
2022014644,Angle,Philadelphia,front bumper,3FAHP0HA1BRA00000,FORD,Fusion,2011
2022014651,Rear-end,Philadelphia,rear bumper,KNDEPCAA8M7A00000,KIA,Seltos,2021
2022014651,Rear-end,Philadelphia,rear bumper,KNDEPCAA8M7A00000,KIA,Sorento,2016
2022014651,Rear-end,Philadelphia,front bumper,5XYPG4A37GGA00000,KIA,Seltos,2021
2022014651,Rear-end,Philadelphia,front bumper,5XYPG4A37GGA00000,KIA,Sorento,2016
2022014654,Angle,Philadelphia,front bumper/headlight,2T1BURHE9HCA00000,TOYOTA,Corolla,2017
2022014655,Angle,Philadelphia,front bumper,99999999999A00000,,,NA
2022014662,Angle,Philadelphia,front bumper,5NPEB4AC1CHA00000,HYUNDAI,Sonata,2012
2022014662,Angle,Philadelphia,front bumper,5NPEB4AC1CHA00000,CADILLAC,XTS,2019
2022014662,Angle,Philadelphia,front bumper/headlight,2G61M5S39K9A00000,HYUNDAI,Sonata,2012
2022014662,Angle,Philadelphia,front bumper/headlight,2G61M5S39K9A00000,CADILLAC,XTS,2019
2022014665,Rear-end,Philadelphia,rear bumper,5XXGM4A71FGA00000,KIA,Optima,2015
2022014680,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1N4AA5AP2ECA00000,NISSAN,Maxima,2014
2022014685,Rear-end,Philadelphia,rear bumper,3N1AB7AP3KYA00000,NISSAN,Sentra,2019
2022014712,Sideswipe (same dir.),Philadelphia,front bumper/headlight,1N4AA6AP2JCA00000,NISSAN,Maxima,2018
2022014713,Angle,Philadelphia,front bumper/headlight,2C3CDYAG2CHA00000,DODGE,Challenger,2012
2022014719,Angle,Philadelphia,rear bumper/tail light,5NPD84LF2KHA00000,HYUNDAI,Elantra,2019
2022014719,Angle,Philadelphia,rear bumper/tail light,5NPD84LF2KHA00000,KIA,Forte,2017
2022014719,Angle,Philadelphia,front bumper/headlight,3KPFK4A75HEA00000,HYUNDAI,Elantra,2019
2022014719,Angle,Philadelphia,front bumper/headlight,3KPFK4A75HEA00000,KIA,Forte,2017
2022014745,Hit fixed object,Philadelphia,rear bumper,5YFEPRAE6LPA00000,TOYOTA,Corolla,2020
2022014750,Rear-end,Philadelphia,rear bumper,JN1BV7AR6EMA00000,INFINITI,Q50,2014
2022014752,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1HGCT1A70EAA00000,HONDA,Accord,2014
2022014753,Sideswipe (Opposite dir.),Philadelphia,front bumper/headlight,WDD5J4HB0LNA00000,MERCEDES-BENZ,CLA-Class,2020
2022014759,Rear-end,Philadelphia,rear bumper,19XFB2F57CEA00000,HONDA,Civic,2012
2022014760,Angle,Philadelphia,front bumper,1G1PC5SBXF7A00000,CHEVROLET,Cruze,2015
2022014761,Rear-end,Philadelphia,rear bumper,1HGCP2F7XAAA00000,HONDA,Accord,2010
2022014766,Angle,Philadelphia,front bumper,3LN6L2GK7ERA00000,LINCOLN,MKZ,2014
2022014778,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1N4AL3AP2DCA00000,NISSAN,Altima,2013
2022014782,Rear-end,Philadelphia,rear bumper,1G1PK5SB0E7A00000,CHEVROLET,Cruze,2014
2022014794,Rear-end,Philadelphia,front quarter panel/side mirror,4T1BF1FK5FUA00000,TOYOTA,Camry,2015
2022014794,Rear-end,Philadelphia,front quarter panel/side mirror,4T1BF1FK5FUA00000,HONDA,Civic,2018
2022014794,Rear-end,Philadelphia,rear bumper,2HGFC2F54JHA00000,TOYOTA,Camry,2015
2022014794,Rear-end,Philadelphia,rear bumper,2HGFC2F54JHA00000,HONDA,Civic,2018
2022014814,Rear-end,Philadelphia,rear bumper,WBAXH5C59DDA00000,BMW,528xi,2013
2022014844,Angle,Philadelphia,front bumper/headlight,1G11H5SA8DFA00000,CHEVROLET,Malibu,2013
2022014847,Hit fixed object,Delaware,front quarter panel/side mirror,1N4BL4DW9MNA00000,NISSAN,Altima,2021
2022014850,Angle,Philadelphia,rear bumper,3FA6P0CD5LRA00000,FORD,Fusion,2020
2022014871,Backing,Philadelphia,front bumper/headlight,1N4AL2AP1ANA00000,NISSAN,Altima,2010
2022014877,Rear-end,Philadelphia,rear bumper,5NPEB4AC1DHA00000,HYUNDAI,Sonata,2013
2022014884,Rear-end,Philadelphia,rear bumper,JTNB11HKXJ3A00000,TOYOTA,Camry,2018
2022014886,Rear-end,Philadelphia,front bumper,3KPF24AD5KEA00000,KIA,Forte,2019
2022014886,Rear-end,Philadelphia,front bumper,3KPF24AD5KEA00000,MERCEDES-BENZ,CLA-Class,2018
2022014886,Rear-end,Philadelphia,rear bumper,WDDSJ4GB5JNA00000,KIA,Forte,2019
2022014886,Rear-end,Philadelphia,rear bumper,WDDSJ4GB5JNA00000,MERCEDES-BENZ,CLA-Class,2018
2022014901,Angle,Philadelphia,rear bumper,1FAHP2E87EGA00000,FORD,Taurus,2014
2022014903,Hit pedestrian,Philadelphia,front quarter panel/side mirror,1N4AL3AP3DCA00000,NISSAN,Altima,2013
2022014933,Hit fixed object,Delaware,front bumper/headlight,JTDEAMDE8NJA00000,TOYOTA,Corolla,2022
2022014986,Hit fixed object,Delaware,front bumper/headlight,2T1BURHE6KCA00000,TOYOTA,Corolla,2019
2022014991,Sideswipe (Opposite dir.),Delaware,rear bumper/tail light,3N1AB8CV1MYA00000,NISSAN,Sentra,2021
2022014997,Hit fixed object,Delaware,front bumper,1G11A5SLXFFA00000,CHEVROLET,Malibu,2015
2022015002,Rear-end,Delaware,rear bumper,1FDEE3FS0GDA00000,FORD,E-350,2016
2022015026,Angle,Philadelphia,front bumper/headlight,1G1ZB5ST9HFA00000,CHEVROLET,Malibu,2017
2022015060,Rear-end,Delaware,rear bumper,1C3CCBABXCNA00000,CHRYSLER,200,2012
2022015179,Angle,Philadelphia,front bumper/headlight,5NPE24AF2JHA00000,HYUNDAI,Sonata,2018
2022015205,Angle,Montgomery,front bumper,3N1AB7APXKYA00000,NISSAN,Sentra,2019
2022015216,Rear-end,Montgomery,rear bumper/tail light,1GTW7FCA9E1A00000,GMC,Savana,2014
2022015218,Rear-end,Montgomery,rear bumper,WP0AB2Y13LSA00000,PORSCHE,Taycan,2020
2022015267,Angle,Montgomery,front bumper/headlight,KMHDH4AEXEUA00000,HYUNDAI,Elantra,2014
2022015280,Hit fixed object,Delaware,front bumper/headlight,3N1AB7AP8HYA00000,NISSAN,Sentra,2017
2022015356,Angle,Philadelphia,front bumper,2GKFLTE3XD6A00000,GMC,Terrain,2013
2022015366,Rear-end,Philadelphia,front bumper,1FADP3E26GLA00000,FORD,Focus,2016
2022015366,Rear-end,Philadelphia,front bumper,1FADP3E26GLA00000,VOLKSWAGEN,Passat,2020
2022015366,Rear-end,Philadelphia,rear bumper,1VWSA7A37LCA00000,FORD,Focus,2016
2022015366,Rear-end,Philadelphia,rear bumper,1VWSA7A37LCA00000,VOLKSWAGEN,Passat,2020
2022015394,Rear-end,Delaware,rear bumper,5N1AT2MT8KCA00000,NISSAN,Rogue,2019
2022015451,Rear-end,Philadelphia,rear bumper,5FNRL5H62GBA00000,HONDA,Odyssey,2016
2022015476,Rear-end,Montgomery,rear bumper,3FAHP0HAXCRA00000,FORD,Fusion,2012
2022015478,Rear-end,Montgomery,rear bumper,4S3GTAA63H3A00000,SUBARU,Impreza,2017
2022015582,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,2HGFC3A56LHA00000,HONDA,Civic,2020
2022015584,Rear-end,Philadelphia,front bumper,1G1PE5SB7F7A00000,CHEVROLET,Cruze,2015
2022015584,Rear-end,Philadelphia,front bumper,1G1PE5SB7F7A00000,MERCURY,Milan,2010
2022015584,Rear-end,Philadelphia,rear bumper,3MEHM0JA9ARA00000,CHEVROLET,Cruze,2015
